id,title,question,dataset_id,dataset_title,activity_url,script_file,classroom_archive,access_mode,duration,level,activity_type,concepts,concept_ids,level_ids,search_aliases,context,hook,materials,advanced_math_stats,teacher_notes,pedagogical_status,teacher_preparation,expected_output,learning_objectives,prerequisites,success_criteria,adaptations,requires_prepared_data,requires_live_download,recommended_use,result_visible_in_page,status
qualite-air-dashboard-long,Tableau de bord exploratoire de la qualité de l'air,Que change la couverture des mesures dans l’analyse exploratoire de l’air?,qualite-air-horaire,Qualité de l'air au Québec,datasets/qualite-air-horaire/activite-longue.qmd,datasets/qualite-air-horaire/activite-longue.R,assets/classroom/qualite-air-horaire.zip,frozen,2-3 heures,Introduction à intermédiaire,Projet ou tâche longue; Étude de cas; Exploration de données,Séries temporelles; Valeurs manquantes; Résumé journalier; Visualisation; Données environnementales,series-temporelles; valeurs-manquantes; resume-journalier; visualisation; donnees-environnementales,introduction; intermediaire,Données environnementales; données environnementales; Résumé journalier; résumé journalier; Séries temporelles; séries temporelles; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes; Visualisation; visualisation,Environnement,Les jours retenus ont au moins 18 heures valides pour la série PM2.5. L’unité des valeurs doit être confirmée dans la documentation du producteur avant toute comparaison à un seuil sanitaire.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les jours retenus ont au moins 18 heures valides pour la série PM2.5. L’unité des valeurs doit être confirmée dans la documentation du producteur avant toute comparaison à un seuil sanitaire.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Comparer les nombres de mesures et de stations entre contaminants sans mélanger leurs valeurs.; Examiner les séries PM2.5 et les résumés des journées élevées, avec leur nombre d’heures valides.; Formuler une limite qui découle de la source et de l’unité observée.",Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les nombres de mesures et de stations entre contaminants sans mélanger leurs valeurs.; Examiner les séries PM2.5 et les résumés des journées élevées, avec leur nombre d’heures valides.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
qualite-air-pm25-court,PM2.5 et journées élevées en 2025,Comment décrire les séries journalières de PM2.5 avec une couverture minimale?,qualite-air-horaire,Qualité de l'air au Québec,datasets/qualite-air-horaire/activite-courte.qmd,datasets/qualite-air-horaire/activite-courte.R,assets/classroom/qualite-air-horaire.zip,frozen,60-90 minutes,Introduction à intermédiaire,Laboratoire d'introduction; Exploration de données,Séries temporelles; Résumé journalier; Valeurs manquantes; Visualisation; Communication prudente,series-temporelles; resume-journalier; valeurs-manquantes; visualisation; communication-prudente,introduction; intermediaire,Communication prudente; communication prudente; Résumé journalier; résumé journalier; Séries temporelles; séries temporelles; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes; Visualisation; visualisation,Environnement,Les jours retenus ont au moins 18 heures valides pour la série PM2.5. L’unité des valeurs doit être confirmée dans la documentation du producteur avant toute comparaison à un seuil sanitaire.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les jours retenus ont au moins 18 heures valides pour la série PM2.5. L’unité des valeurs doit être confirmée dans la documentation du producteur avant toute comparaison à un seuil sanitaire.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Retenir PM2.5-T640 et les jours ayant au moins 18 heures valides.; Lire les moyennes par station et les journées aux valeurs les plus élevées.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Retenir PM2.5-T640 et les jours ayant au moins 18 heures valides.; Lire les moyennes par station et les journées aux valeurs les plus élevées.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Laboratoire guidé,FALSE,Documentation de source et ressources de classe fournies
rapports-accident-modele-long,Mini-projet - Modéliser prudemment la gravité des accidents,Comment la composition des accidents diffère-t-elle entre régions?,rapports-accident,Rapports d'accident,datasets/rapports-accident/activite-longue.qmd,datasets/rapports-accident/activite-longue.R,assets/classroom/rapports-accident.zip,frozen,2-3 heures,Intermédiaire,Projet ou tâche longue; Étude de cas,Nettoyage; Modélisation; Validation; Communication prudente,nettoyage; modelisation; validation; communication-prudente,intermediaire,Communication prudente; communication prudente; Modélisation; modélisation; Nettoyage; nettoyage; nettoyage de données; Validation; validation,Transport et sécurité routière,"Sans dénominateur de trafic, les décomptes ne sont pas des risques. Les proportions portent sur les accidents enregistrés dans chaque groupe.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,TRUE,"Sans dénominateur de trafic, les décomptes ne sont pas des risques. Les proportions portent sur les accidents enregistrés dans chaque groupe.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Calculer les proportions de gravité à l’intérieur de chaque région.; Comparer les barres à 100 % sans les interpréter comme un classement des risques routiers.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Calculer les proportions de gravité à l’intérieur de chaque région.; Comparer les barres à 100 % sans les interpréter comme un classement des risques routiers.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
rapports-accident-gravite-court,Laboratoire - Gravité des accidents par mois,Comment les accidents déclarés se répartissent-ils selon leur gravité?,rapports-accident,Rapports d'accident,datasets/rapports-accident/activite-courte.qmd,datasets/rapports-accident/activite-courte.R,assets/classroom/rapports-accident.zip,frozen,30-45 minutes,Intermédiaire,Exercice; Exploration de données,Tableaux croisés; Visualisation; Variables catégorielles,tableaux-croises; visualisation; variables-categorielles,intermediaire,Tableaux croisés; tableaux croisés; Variables catégorielles; variables catégorielles; Visualisation; visualisation,Transport et sécurité routière,"Sans dénominateur de trafic, les décomptes ne sont pas des risques. Les proportions portent sur les accidents enregistrés dans chaque groupe.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"Sans dénominateur de trafic, les décomptes ne sont pas des risques. Les proportions portent sur les accidents enregistrés dans chaque groupe.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Calculer les nombres et les proportions de chaque gravité.; Lire le diagramme en indiquant l’année et la population d’accidents couverte.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Calculer les nombres et les proportions de chaque gravité.; Lire le diagramme en indiquant l’année et la population d’accidents couverte.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
requetes-311-saisonnalite-long,Mini-projet - Saisonnalité des demandes 311,Comment décrire dates et délais des demandes 311 échantillonnées?,requetes-311,Demandes de services citoyennes 311 à Montréal,datasets/requetes-311/activite-longue.qmd,datasets/requetes-311/activite-longue.R,assets/classroom/requetes-311.zip,frozen,2-3 heures,Intermédiaire,Projet ou tâche longue; Étude de cas,Séries temporelles; Nettoyage; Communication; Biais de déclaration,series-temporelles; nettoyage; communication; biais-de-declaration,intermediaire,Biais de déclaration; biais de déclaration; Communication; communication; Nettoyage; nettoyage; nettoyage de données; Séries temporelles; séries temporelles,Services municipaux,"Il s’agit d’un échantillon de demandes, pas d’un recensement des problèmes. Un délai de changement de statut n’est pas nécessairement un délai de résolution.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"Il s’agit d’un échantillon de demandes, pas d’un recensement des problèmes. Un délai de changement de statut n’est pas nécessairement un délai de résolution.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Examiner les nombres mensuels selon la nature de la demande.; Comparer les délais médians de changement de statut par arrondissement et les effectifs de délais connus.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Examiner les nombres mensuels selon la nature de la demande.; Comparer les délais médians de changement de statut par arrondissement et les effectifs de délais connus.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
requetes-311-categories-court,Laboratoire - Catégories de requêtes 311 par arrondissement,Quelles activités sont fréquentes dans l’échantillon de demandes 311?,requetes-311,Demandes de services citoyennes 311 à Montréal,datasets/requetes-311/activite-courte.qmd,datasets/requetes-311/activite-courte.R,assets/classroom/requetes-311.zip,frozen,30-45 minutes,Introduction,Exercice; Exploration de données,Comptage; Catégories; Visualisation,comptage; categories; visualisation,introduction,Catégories; catégories; Comptage; comptage; Visualisation; visualisation,Services municipaux,"Il s’agit d’un échantillon de demandes, pas d’un recensement des problèmes. Un délai de changement de statut n’est pas nécessairement un délai de résolution.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"Il s’agit d’un échantillon de demandes, pas d’un recensement des problèmes. Un délai de changement de statut n’est pas nécessairement un délai de résolution.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les demandes par activité et par nature.; Comparer les dix activités les plus présentes en conservant la mention d’échantillon.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les demandes par activité et par nature.; Comparer les dix activités les plus présentes en conservant la mention d’échantillon.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
retards-transport-collectif-long,Mini-projet - Concevoir un protocole d'archivage GTFS-realtime,Quel protocole faut-il préparer avant de mesurer des retards?,retards-transport-collectif,Flux temps réel STM et ponctualité des bus,datasets/retards-transport-collectif/activite-longue.qmd,datasets/retards-transport-collectif/activite-longue.R,assets/classroom/retards-transport-collectif.zip,documentation,2-3 heures,Intermédiaire,Projet ou tâche longue; Protocole de collecte,Flux temps réel; Séries temporelles; Échantillonnage temporel; Valeurs manquantes; Qualité de service,flux-temps-reel; series-temporelles; echantillonnage-temporel; valeurs-manquantes; qualite-de-service,intermediaire,Flux temps réel; flux temps réel; Qualité de service; qualité de service; Séries temporelles; séries temporelles; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes; Échantillonnage temporel; échantillonnage temporel,Mobilité et performance de service,Aucune série de retards observés n’est fournie. Une analyse de ponctualité demanderait un accès au flux et un archivage préalable.,Trousse ZIP et projet RStudio; Script R complet; Documentation publique,FALSE,Aucune série de retards observés n’est fournie. Une analyse de ponctualité demanderait un accès au flux et un archivage préalable.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.",Un tableau de contrôle et une note de décision répondant à la question.,Classer les champs documentés selon leur message GTFS Realtime.; Examiner les étapes d’archivage et leurs points de contrôle.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Classer les champs documentés selon leur message GTFS Realtime.; Examiner les étapes d’archivage et leurs points de contrôle.; La conclusion répond à la question et explique au moins une limite précise.","Lire les tableaux ensemble sans programmer.; Pour approfondir, rédiger un protocole de collecte et ses contrôles avant toute acquisition.",TRUE,FALSE,Audit de source,FALSE,Documentation de source et ressources de classe fournies
retards-transport-collectif-court,Laboratoire - Peut-on mesurer les retards STM avec cette source?,La source publique permet-elle de calculer directement des retards?,retards-transport-collectif,Flux temps réel STM et ponctualité des bus,datasets/retards-transport-collectif/activite-courte.qmd,datasets/retards-transport-collectif/activite-courte.R,assets/classroom/retards-transport-collectif.zip,documentation,45-60 minutes,Intermédiaire,Laboratoire d'audit de source; Métadonnées et protocole,Flux temps réel; Métadonnées; Unité statistique; Variables dérivées,flux-temps-reel; metadonnees; unite-statistique; variables-derivees,intermediaire,Flux temps réel; flux temps réel; Métadonnées; métadonnées; Unité statistique; unité statistique; Variables dérivées; variables dérivées,Mobilité et performance de service,Aucune série de retards observés n’est fournie. Une analyse de ponctualité demanderait un accès au flux et un archivage préalable.,Trousse ZIP et projet RStudio; Script R complet; Documentation publique,FALSE,Aucune série de retards observés n’est fournie. Une analyse de ponctualité demanderait un accès au flux et un archivage préalable.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.",Un tableau de contrôle et une note de décision répondant à la question.,"Lire les nombres de ressources, de téléchargements et de portails développeur.; Identifier la condition d’accès et expliquer pourquoi aucun retard ne peut être calculé ici.; Formuler une limite qui découle de la source et de l’unité observée.","Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Lire les nombres de ressources, de téléchargements et de portails développeur.; Identifier la condition d’accès et expliquer pourquoi aucun retard ne peut être calculé ici.; La conclusion répond à la question et explique au moins une limite précise.","Lire les tableaux ensemble sans programmer.; Pour approfondir, rédiger un protocole de collecte et ses contrôles avant toute acquisition.",TRUE,FALSE,Audit de source,FALSE,Documentation de source et ressources de classe fournies
qualite-eau-bassins-long,Mini-projet - Bassins versants et qualité de l'eau,Comment comparer les stations du bassin Richelieu?,suivi-rivieres-fleuve,Suivi de la qualité de l'eau du fleuve et des rivières,datasets/suivi-rivieres-fleuve/activite-longue.qmd,datasets/suivi-rivieres-fleuve/activite-longue.R,assets/classroom/suivi-rivieres-fleuve.zip,frozen,2-3 heures,Intermédiaire,Étude de cas; Projet ou tâche longue; Exploration de données,Séries temporelles agrégées; Visualisation; Données spatiales; Jointure; Communication prudente,series-temporelles-agregees; visualisation; donnees-spatiales; jointure; communication-prudente,intermediaire,Communication prudente; communication prudente; Données spatiales; données spatiales; Jointure; Jointures; jointure; jointures; Séries temporelles agrégées; séries temporelles agrégées; Visualisation; visualisation,Qualité de l'eau,La couverture des stations et périodes de suivi varie. Une évolution de médianes ne suffit pas à attribuer une cause à un changement de qualité de l’eau.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,La couverture des stations et périodes de suivi varie. Une évolution de médianes ne suffit pas à attribuer une cause à un changement de qualité de l’eau.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Sélectionner le bassin et comparer les séries de phosphore par station.; Examiner coordonnées et part agricole en distinguant association territoriale et causalité.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Sélectionner le bassin et comparer les séries de phosphore par station.; Examiner coordonnées et part agricole en distinguant association territoriale et causalité.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
qualite-eau-phosphore-court,Laboratoire - Phosphore total par station,Comment évolue le phosphore médian à une station suffisamment documentée?,suivi-rivieres-fleuve,Suivi de la qualité de l'eau du fleuve et des rivières,datasets/suivi-rivieres-fleuve/activite-courte.qmd,datasets/suivi-rivieres-fleuve/activite-courte.R,assets/classroom/suivi-rivieres-fleuve.zip,frozen,30-45 minutes,Introduction,Exercice; Exploration de données,Séries temporelles agrégées; Statistiques descriptives; Visualisation; Unités de mesure,series-temporelles-agregees; statistiques-descriptives; visualisation; unites-de-mesure,introduction,Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Séries temporelles agrégées; séries temporelles agrégées; Unités de mesure; unités de mesure; Visualisation; visualisation,Qualité de l'eau,La couverture des stations et périodes de suivi varie. Une évolution de médianes ne suffit pas à attribuer une cause à un changement de qualité de l’eau.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,La couverture des stations et périodes de suivi varie. Une évolution de médianes ne suffit pas à attribuer une cause à un changement de qualité de l’eau.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Choisir une station possédant au moins vingt années avec phosphore renseigné.; Lire la série des médianes en mg/l et annoncer la période de suivi.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Choisir une station possédant au moins vingt années avec phosphore renseigné.; Lire la série des médianes en mg/l et annoncer la période de suivi.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
transport-collectif-gtfs-long,Offre planifiée du RTC en GTFS,Comment cartographier l’information d’accessibilité des arrêts?,transport-collectif-gtfs,"Horaires, arrêts et parcours GTFS du RTC",datasets/transport-collectif-gtfs/activite-longue.qmd,datasets/transport-collectif-gtfs/activite-longue.R,assets/classroom/transport-collectif-gtfs.zip,frozen,2-3 heures,Intermédiaire,Mini-projet; Étude de cas,Données relationnelles; Jointure; GTFS; Statistiques descriptives; Communication des limites,donnees-relationnelles; jointure; gtfs; statistiques-descriptives; communication-des-limites,intermediaire,Communication des limites; communication des limites; Données relationnelles; données relationnelles; GTFS; gtfs; Jointure; Jointures; jointure; jointures; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives,Mobilité et transport collectif,Le codage manquant de l’accessibilité n’est pas une déclaration d’inaccessibilité. L’offre planifiée ne renseigne ni retards ni fréquentation.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Le codage manquant de l’accessibilité n’est pas une déclaration d’inaccessibilité. L’offre planifiée ne renseigne ni retards ni fréquentation.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Calculer les proportions des catégories de codage.; Cartographier les coordonnées valides et distinguer absence d’information et accessibilité déclarée.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Calculer les proportions des catégories de codage.; Cartographier les coordonnées valides et distinguer absence d’information et accessibilité déclarée.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
transport-collectif-gtfs-court,Cartographier les arrêts du RTC,Comment l’accessibilité des arrêts est-elle documentée?,transport-collectif-gtfs,"Horaires, arrêts et parcours GTFS du RTC",datasets/transport-collectif-gtfs/activite-courte.qmd,datasets/transport-collectif-gtfs/activite-courte.R,assets/classroom/transport-collectif-gtfs.zip,frozen,45-60 minutes,Intermédiaire,Laboratoire; Exploration de données,GTFS; Données spatiales; Unité statistique; Valeurs codées,gtfs; donnees-spatiales; unite-statistique; valeurs-codees,intermediaire,Données spatiales; données spatiales; GTFS; gtfs; Unité statistique; unité statistique; Valeurs codées; valeurs codées,Mobilité et transport collectif,Le codage manquant de l’accessibilité n’est pas une déclaration d’inaccessibilité. L’offre planifiée ne renseigne ni retards ni fréquentation.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Le codage manquant de l’accessibilité n’est pas une déclaration d’inaccessibilité. L’offre planifiée ne renseigne ni retards ni fréquentation.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les arrêts selon le libellé du codage GTFS.; Comparer identifiants uniques et nombre d’informations absentes.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les arrêts selon le libellé du codage GTFS.; Comparer identifiants uniques et nombre d’informations absentes.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Laboratoire guidé,FALSE,Documentation de source et ressources de classe fournies
ulaval-rapport-methodologique-long,Mini-projet - Rapport méthodologique sans diffusion des lignes,Comment documenter l’état et les droits d’une intégration institutionnelle?,ulaval-programmes-cours,Programmes et cours institutionnels ULaval,datasets/ulaval-programmes-cours/activite-longue.qmd,datasets/ulaval-programmes-cours/activite-longue.R,assets/classroom/ulaval-programmes-cours.zip,documentation,2-3 heures,Intermédiaire,Étude de cas; Projet ou tâche longue; Communication,Provenance; Validation; Rapport reproductible; Droits de réutilisation; Communication prudente,provenance; validation; rapport-reproductible; droits-de-reutilisation; communication-prudente,intermediaire,Communication prudente; communication prudente; Droits de réutilisation; droits de réutilisation; Provenance; provenance; Rapport reproductible; rapport reproductible; Validation; validation,Éducation supérieure,Les données privées ne sont pas distribuées. Les nombres attendus sont des références de manifeste; les valeurs observées absentes restent inconnues.,Trousse ZIP et projet RStudio; Script R complet; Documentation publique,FALSE,Les données privées ne sont pas distribuées. Les nombres attendus sont des références de manifeste; les valeurs observées absentes restent inconnues.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.",Un tableau de contrôle et une note de décision répondant à la question.,Examiner l’état de validation et les nombres attendus par phase.; Lire la synthèse des droits et conserver les observations inconnues comme manquantes.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Examiner l’état de validation et les nombres attendus par phase.; Lire la synthèse des droits et conserver les observations inconnues comme manquantes.; La conclusion répond à la question et explique au moins une limite précise.","Lire les tableaux ensemble sans programmer.; Pour approfondir, rédiger un protocole de collecte et ses contrôles avant toute acquisition.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
ulaval-validation-import-court,Laboratoire - Valider un import institutionnel privé,Quels contrôles prévoit le manifeste des données institutionnelles?,ulaval-programmes-cours,Programmes et cours institutionnels ULaval,datasets/ulaval-programmes-cours/activite-courte.qmd,datasets/ulaval-programmes-cours/activite-courte.R,assets/classroom/ulaval-programmes-cours.zip,documentation,30-45 minutes,Intermédiaire,Exercice; Validation de données,Importation contrôlée; Provenance; Validation; Droits de réutilisation,importation-controlee; provenance; validation; droits-de-reutilisation,intermediaire,Droits de réutilisation; droits de réutilisation; Importation contrôlée; importation contrôlée; Provenance; provenance; Validation; validation,Éducation supérieure,Les données privées ne sont pas distribuées. Les nombres attendus sont des références de manifeste; les valeurs observées absentes restent inconnues.,Trousse ZIP et projet RStudio; Script R complet; Documentation publique,FALSE,Les données privées ne sont pas distribuées. Les nombres attendus sont des références de manifeste; les valeurs observées absentes restent inconnues.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.",Un tableau de contrôle et une note de décision répondant à la question.,"Lire les lignes attendues, observées et les contrôles de clés de la phase principale.; Distinguer un contrôle prévu d’un contrôle effectivement exécuté sur des fichiers disponibles.; Formuler une limite qui découle de la source et de l’unité observée.","Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Lire les lignes attendues, observées et les contrôles de clés de la phase principale.; Distinguer un contrôle prévu d’un contrôle effectivement exécuté sur des fichiers disponibles.; La conclusion répond à la question et explique au moins une limite précise.","Lire les tableaux ensemble sans programmer.; Pour approfondir, rédiger un protocole de collecte et ses contrôles avant toute acquisition.",TRUE,FALSE,Audit de source,FALSE,Documentation de source et ressources de classe fournies
